id,pulled_at,bus_stop_code,bus_stop_name,service_no,estimated_arrival,load_status
872,2026-06-18T18:20:02.781932,9023,Orchard (Opp Orchard Stn/ION),972M,2026-06-18T18:29:31+08:00,SEA
873,2026-06-18T18:20:02.781932,28009,Jurong East Interchange,105,2026-06-18T18:21:00+08:00,SEA
874,2026-06-18T18:20:02.781932,28009,Jurong East Interchange,143,2026-06-18T18:23:00+08:00,SEA
875,2026-06-18T18:20:02.781932,28009,Jurong East Interchange,143M,2026-06-18T18:30:00+08:00,SEA
876,2026-06-18T18:20:02.781932,28009,Jurong East Interchange,183,2026-06-18T18:28:00+08:00,SEA
877,2026-06-18T18:20:02.781932,28009,Jurong East Interchange,197,2026-06-18T18:30:00+08:00,SEA
878,2026-06-18T18:20:02.781932,28009,Jurong East Interchange,333,2026-06-18T18:23:00+08:00,SEA
879,2026-06-18T18:20:02.781932,28009,Jurong East Interchange,334,2026-06-18T18:20:00+08:00,SEA
880,2026-06-18T18:20:02.781932,28009,Jurong East Interchange,335,2026-06-18T18:22:00+08:00,SEA
881,2026-06-18T18:20:02.781932,28009,Jurong East Interchange,41,2026-06-18T18:21:00+08:00,SEA
882,2026-06-18T18:20:02.781932,28009,Jurong East Interchange,49,2026-06-18T18:20:00+08:00,SEA
883,2026-06-18T18:20:02.781932,28009,Jurong East Interchange,506,2026-06-18T18:37:00+08:00,SEA
884,2026-06-18T18:20:02.781932,28009,Jurong East Interchange,51,2026-06-18T18:19:15+08:00,SEA
885,2026-06-18T18:20:02.781932,28009,Jurong East Interchange,52,2026-06-18T18:27:00+08:00,SEA
886,2026-06-18T18:20:02.781932,28009,Jurong East Interchange,66,2026-06-18T18:20:00+08:00,SEA
887,2026-06-18T18:20:02.781932,28009,Jurong East Interchange,98,2026-06-18T18:20:00+08:00,SEA
888,2026-06-18T18:20:02.781932,28009,Jurong East Interchange,993,2026-06-18T18:29:00+08:00,SEA
889,2026-06-18T18:20:02.781932,75009,Tampines Interchange,10,2026-06-18T18:29:00+08:00,SEA
890,2026-06-18T18:20:02.781932,75009,Tampines Interchange,127,2026-06-18T18:25:00+08:00,SEA
891,2026-06-18T18:20:02.781932,75009,Tampines Interchange,19,2026-06-18T18:25:00+08:00,SEA
892,2026-06-18T18:20:02.781932,75009,Tampines Interchange,20,2026-06-18T18:29:00+08:00,SEA
893,2026-06-18T18:20:02.781932,75009,Tampines Interchange,23,2026-06-18T18:25:00+08:00,SEA
894,2026-06-18T18:20:02.781932,75009,Tampines Interchange,28,2026-06-18T18:30:00+08:00,SEA
895,2026-06-18T18:20:02.781932,75009,Tampines Interchange,29,2026-06-18T18:23:00+08:00,SEA
896,2026-06-18T18:20:02.781932,75009,Tampines Interchange,291,2026-06-18T18:20:00+08:00,SEA
897,2026-06-18T18:20:02.781932,75009,Tampines Interchange,292,2026-06-18T18:20:00+08:00,SEA
898,2026-06-18T18:20:02.781932,75009,Tampines Interchange,293,2026-06-18T18:19:27+08:00,SEA
899,2026-06-18T18:20:02.781932,75009,Tampines Interchange,296,2026-06-18T18:19:00+08:00,SEA
900,2026-06-18T18:20:02.781932,75009,Tampines Interchange,29A,2026-06-18T18:28:00+08:00,SEA
901,2026-06-18T18:20:02.781932,75009,Tampines Interchange,3,2026-06-18T18:24:00+08:00,SEA
902,2026-06-18T18:20:02.781932,75009,Tampines Interchange,31,2026-06-18T18:26:00+08:00,SEA
903,2026-06-18T18:20:02.781932,75009,Tampines Interchange,37,2026-06-18T18:29:00+08:00,SEA
904,2026-06-18T18:20:02.781932,75009,Tampines Interchange,38,2026-06-18T18:30:00+08:00,SEA
905,2026-06-18T18:20:02.781932,75009,Tampines Interchange,4,2026-06-18T18:22:00+08:00,SEA
906,2026-06-18T18:20:02.781932,75009,Tampines Interchange,460,2026-06-18T18:30:00+08:00,SEA
907,2026-06-18T18:20:02.781932,75009,Tampines Interchange,65,2026-06-18T18:30:00+08:00,SEA
908,2026-06-18T18:20:02.781932,75009,Tampines Interchange,67,2026-06-18T18:28:00+08:00,SEA
909,2026-06-18T18:20:02.781932,75009,Tampines Interchange,68,2026-06-18T18:24:42+08:00,SEA
910,2026-06-18T18:20:02.781932,75009,Tampines Interchange,68B,2026-06-18T18:22:00+08:00,SEA
911,2026-06-18T18:20:02.781932,75009,Tampines Interchange,69,2026-06-18T18:25:00+08:00,SEA
912,2026-06-18T18:20:02.781932,75009,Tampines Interchange,72,2026-06-18T18:23:00+08:00,SEA
913,2026-06-18T18:20:02.781932,75009,Tampines Interchange,8,2026-06-18T18:23:00+08:00,SEA
914,2026-06-18T18:20:02.781932,75009,Tampines Interchange,81,2026-06-18T18:29:00+08:00,SEA
915,2026-06-18T18:20:02.781932,75009,Tampines Interchange,969,2026-06-18T18:19:00+08:00,SEA
916,2026-06-18T18:20:02.781932,46008,Woodlands Interchange,911,2026-06-18T18:18:55+08:00,SEA
917,2026-06-18T18:20:02.781932,46008,Woodlands Interchange,911A,2026-06-18T18:30:00+08:00,SEA
918,2026-06-18T18:20:02.781932,46008,Woodlands Interchange,912,2026-06-18T18:20:12+08:00,SEA
919,2026-06-18T18:20:02.781932,46008,Woodlands Interchange,912B,2026-06-18T18:28:00+08:00,SEA
920,2026-06-18T18:20:02.781932,46008,Woodlands Interchange,913,2026-06-18T18:20:12+08:00,SEA
921,2026-06-18T18:20:02.781932,46008,Woodlands Interchange,913M,2026-06-18T18:30:00+08:00,SEA
922,2026-06-18T18:30:03.315750,9023,Orchard (Opp Orchard Stn/ION),124,2026-06-18T18:34:57+08:00,SEA
923,2026-06-18T18:30:03.315750,9023,Orchard (Opp Orchard Stn/ION),143,2026-06-18T18:40:45+08:00,SEA
924,2026-06-18T18:30:03.315750,9023,Orchard (Opp Orchard Stn/ION),167,2026-06-18T18:48:22+08:00,SDA
925,2026-06-18T18:30:03.315750,9023,Orchard (Opp Orchard Stn/ION),190,2026-06-18T18:32:03+08:00,SEA
926,2026-06-18T18:30:03.315750,9023,Orchard (Opp Orchard Stn/ION),680,2026-06-18T18:32:45+08:00,SEA
927,2026-06-18T18:30:03.315750,9023,Orchard (Opp Orchard Stn/ION),972,2026-06-18T18:41:02+08:00,SEA
928,2026-06-18T18:30:03.315750,9023,Orchard (Opp Orchard Stn/ION),972M,2026-06-18T18:43:00+08:00,SEA
929,2026-06-18T18:30:03.315750,28009,Jurong East Interchange,105,2026-06-18T18:33:00+08:00,SEA
930,2026-06-18T18:30:03.315750,28009,Jurong East Interchange,143,2026-06-18T18:38:00+08:00,SEA
931,2026-06-18T18:30:03.315750,28009,Jurong East Interchange,143M,2026-06-18T18:30:00+08:00,SEA
932,2026-06-18T18:30:03.315750,28009,Jurong East Interchange,183,2026-06-18T18:39:00+08:00,SEA
933,2026-06-18T18:30:03.315750,28009,Jurong East Interchange,197,2026-06-18T18:44:00+08:00,SEA
934,2026-06-18T18:30:03.315750,28009,Jurong East Interchange,333,2026-06-18T18:31:00+08:00,SEA
935,2026-06-18T18:30:03.315750,28009,Jurong East Interchange,334,2026-06-18T18:34:00+08:00,SEA
936,2026-06-18T18:30:03.315750,28009,Jurong East Interchange,335,2026-06-18T18:30:00+08:00,SEA
937,2026-06-18T18:30:03.315750,28009,Jurong East Interchange,41,2026-06-18T18:36:00+08:00,SEA
938,2026-06-18T18:30:03.315750,28009,Jurong East Interchange,49,2026-06-18T18:30:00+08:00,SEA
939,2026-06-18T18:30:03.315750,28009,Jurong East Interchange,506,2026-06-18T18:37:00+08:00,SEA
940,2026-06-18T18:30:03.315750,28009,Jurong East Interchange,51,2026-06-18T18:31:00+08:00,SEA
941,2026-06-18T18:30:03.315750,28009,Jurong East Interchange,52,2026-06-18T18:45:00+08:00,SEA
942,2026-06-18T18:30:03.315750,28009,Jurong East Interchange,66,2026-06-18T18:30:00+08:00,SEA
943,2026-06-18T18:30:03.315750,28009,Jurong East Interchange,98,2026-06-18T18:35:00+08:00,SEA
944,2026-06-18T18:30:03.315750,28009,Jurong East Interchange,993,2026-06-18T18:29:00+08:00,SEA
945,2026-06-18T18:30:03.315750,75009,Tampines Interchange,10,2026-06-18T18:29:00+08:00,SEA
946,2026-06-18T18:30:03.315750,75009,Tampines Interchange,127,2026-06-18T18:35:00+08:00,SEA
947,2026-06-18T18:30:03.315750,75009,Tampines Interchange,19,2026-06-18T18:33:00+08:00,SEA
948,2026-06-18T18:30:03.315750,75009,Tampines Interchange,20,2026-06-18T18:29:05+08:00,SEA
949,2026-06-18T18:30:03.315750,75009,Tampines Interchange,23,2026-06-18T18:36:00+08:00,SEA
950,2026-06-18T18:30:03.315750,75009,Tampines Interchange,28,2026-06-18T18:30:00+08:00,SEA
951,2026-06-18T18:30:03.315750,75009,Tampines Interchange,29,2026-06-18T18:33:00+08:00,SEA
952,2026-06-18T18:30:03.315750,75009,Tampines Interchange,291,2026-06-18T18:32:00+08:00,SEA
953,2026-06-18T18:30:03.315750,75009,Tampines Interchange,292,2026-06-18T18:34:00+08:00,SEA
954,2026-06-18T18:30:03.315750,75009,Tampines Interchange,293,2026-06-18T18:35:00+08:00,SEA
955,2026-06-18T18:30:03.315750,75009,Tampines Interchange,296,2026-06-18T18:39:00+08:00,SEA
956,2026-06-18T18:30:03.315750,75009,Tampines Interchange,29A,2026-06-18T18:59:00+08:00,SEA
957,2026-06-18T18:30:03.315750,75009,Tampines Interchange,3,2026-06-18T18:32:00+08:00,SEA
958,2026-06-18T18:30:03.315750,75009,Tampines Interchange,31,2026-06-18T18:41:00+08:00,SEA
959,2026-06-18T18:30:03.315750,75009,Tampines Interchange,37,2026-06-18T18:29:00+08:00,SEA
960,2026-06-18T18:30:03.315750,75009,Tampines Interchange,38,2026-06-18T18:30:00+08:00,SEA
961,2026-06-18T18:30:03.315750,75009,Tampines Interchange,4,2026-06-18T18:34:00+08:00,SEA
962,2026-06-18T18:30:03.315750,75009,Tampines Interchange,460,2026-06-18T18:30:00+08:00,SEA
963,2026-06-18T18:30:03.315750,75009,Tampines Interchange,65,2026-06-18T18:30:00+08:00,SEA
964,2026-06-18T18:30:03.315750,75009,Tampines Interchange,67,2026-06-18T18:39:00+08:00,SEA
965,2026-06-18T18:30:03.315750,75009,Tampines Interchange,68,2026-06-18T18:31:01+08:00,SEA
966,2026-06-18T18:30:03.315750,75009,Tampines Interchange,68B,2026-06-18T18:32:00+08:00,SEA
967,2026-06-18T18:30:03.315750,75009,Tampines Interchange,69,2026-06-18T18:33:00+08:00,SEA
968,2026-06-18T18:30:03.315750,75009,Tampines Interchange,72,2026-06-18T18:31:00+08:00,SEA
969,2026-06-18T18:30:03.315750,75009,Tampines Interchange,8,2026-06-18T18:32:00+08:00,SEA
970,2026-06-18T18:30:03.315750,75009,Tampines Interchange,81,2026-06-18T18:45:00+08:00,SEA
971,2026-06-18T18:30:03.315750,75009,Tampines Interchange,969,2026-06-18T18:33:00+08:00,SEA
972,2026-06-18T18:30:03.315750,46008,Woodlands Interchange,911,2026-06-18T18:29:06+08:00,SEA
973,2026-06-18T18:30:03.315750,46008,Woodlands Interchange,911A,2026-06-18T18:30:00+08:00,SEA
974,2026-06-18T18:30:03.315750,46008,Woodlands Interchange,912,2026-06-18T18:44:51+08:00,SDA
975,2026-06-18T18:30:03.315750,46008,Woodlands Interchange,912B,2026-06-18T18:39:00+08:00,SEA
976,2026-06-18T18:30:03.315750,46008,Woodlands Interchange,913,2026-06-18T18:30:27+08:00,SEA
977,2026-06-18T18:30:03.315750,46008,Woodlands Interchange,913M,2026-06-18T18:45:00+08:00,SEA
978,2026-06-18T18:40:03.410924,9023,Orchard (Opp Orchard Stn/ION),124,2026-06-18T18:41:21+08:00,SEA
979,2026-06-18T18:40:03.410924,9023,Orchard (Opp Orchard Stn/ION),143,2026-06-18T18:39:34+08:00,SEA
980,2026-06-18T18:40:03.410924,9023,Orchard (Opp Orchard Stn/ION),167,2026-06-18T18:50:41+08:00,SDA
981,2026-06-18T18:40:03.410924,9023,Orchard (Opp Orchard Stn/ION),190,2026-06-18T18:38:53+08:00,SEA
982,2026-06-18T18:40:03.410924,9023,Orchard (Opp Orchard Stn/ION),972,2026-06-18T18:41:09+08:00,SEA
983,2026-06-18T18:40:03.410924,9023,Orchard (Opp Orchard Stn/ION),972M,2026-06-18T18:43:24+08:00,SEA
984,2026-06-18T18:40:03.410924,28009,Jurong East Interchange,105,2026-06-18T18:49:00+08:00,SEA
985,2026-06-18T18:40:03.410924,28009,Jurong East Interchange,143,2026-06-18T18:53:00+08:00,SEA
986,2026-06-18T18:40:03.410924,28009,Jurong East Interchange,143M,2026-06-18T18:46:00+08:00,SEA
987,2026-06-18T18:40:03.410924,28009,Jurong East Interchange,183,2026-06-18T18:39:00+08:00,SEA
988,2026-06-18T18:40:03.410924,28009,Jurong East Interchange,197,2026-06-18T18:44:00+08:00,SEA
989,2026-06-18T18:40:03.410924,28009,Jurong East Interchange,333,2026-06-18T18:47:00+08:00,SEA
990,2026-06-18T18:40:03.410924,28009,Jurong East Interchange,334,2026-06-18T18:41:00+08:00,SEA
991,2026-06-18T18:40:03.410924,28009,Jurong East Interchange,335,2026-06-18T18:45:00+08:00,SEA
992,2026-06-18T18:40:03.410924,28009,Jurong East Interchange,41,2026-06-18T18:51:00+08:00,SEA
993,2026-06-18T18:40:03.410924,28009,Jurong East Interchange,49,2026-06-18T18:43:00+08:00,SEA
994,2026-06-18T18:40:03.410924,28009,Jurong East Interchange,506,2026-06-18T18:59:00+08:00,SEA
995,2026-06-18T18:40:03.410924,28009,Jurong East Interchange,51,2026-06-18T18:50:00+08:00,SEA
996,2026-06-18T18:40:03.410924,28009,Jurong East Interchange,52,2026-06-18T18:45:00+08:00,SEA
997,2026-06-18T18:40:03.410924,28009,Jurong East Interchange,66,2026-06-18T18:40:00+08:00,SEA
998,2026-06-18T18:40:03.410924,28009,Jurong East Interchange,98,2026-06-18T18:43:00+08:00,SEA
999,2026-06-18T18:40:03.410924,28009,Jurong East Interchange,993,2026-06-18T18:42:00+08:00,SEA
1000,2026-06-18T18:40:03.410924,75009,Tampines Interchange,10,2026-06-18T18:44:00+08:00,SEA
1001,2026-06-18T18:40:03.410924,75009,Tampines Interchange,127,2026-06-18T18:45:00+08:00,SEA
1002,2026-06-18T18:40:03.410924,75009,Tampines Interchange,19,2026-06-18T18:41:00+08:00,SEA
1003,2026-06-18T18:40:03.410924,75009,Tampines Interchange,20,2026-06-18T18:42:00+08:00,SEA
1004,2026-06-18T18:40:03.410924,75009,Tampines Interchange,23,2026-06-18T18:47:00+08:00,SEA
1005,2026-06-18T18:40:03.410924,75009,Tampines Interchange,28,2026-06-18T18:45:00+08:00,SEA
1006,2026-06-18T18:40:03.410924,75009,Tampines Interchange,29,2026-06-18T18:43:00+08:00,SEA
1007,2026-06-18T18:40:03.410924,75009,Tampines Interchange,291,2026-06-18T18:42:18+08:00,SEA
1008,2026-06-18T18:40:03.410924,75009,Tampines Interchange,292,2026-06-18T18:42:00+08:00,SEA
1009,2026-06-18T18:40:03.410924,75009,Tampines Interchange,293,2026-06-18T18:39:49+08:00,SEA
1010,2026-06-18T18:40:03.410924,75009,Tampines Interchange,296,2026-06-18T18:39:00+08:00,SEA
1011,2026-06-18T18:40:03.410924,75009,Tampines Interchange,29A,2026-06-18T18:59:00+08:00,SEA
1012,2026-06-18T18:40:03.410924,75009,Tampines Interchange,3,2026-06-18T18:40:00+08:00,SEA
1013,2026-06-18T18:40:03.410924,75009,Tampines Interchange,31,2026-06-18T18:41:00+08:00,SEA
1014,2026-06-18T18:40:03.410924,75009,Tampines Interchange,37,2026-06-18T18:40:00+08:00,SEA
1015,2026-06-18T18:40:03.410924,75009,Tampines Interchange,38,2026-06-18T18:44:00+08:00,SEA
1016,2026-06-18T18:40:03.410924,75009,Tampines Interchange,4,2026-06-18T18:46:00+08:00,SEA
1017,2026-06-18T18:40:03.410924,75009,Tampines Interchange,460,2026-06-18T18:45:00+08:00,SEA
1018,2026-06-18T18:40:03.410924,75009,Tampines Interchange,65,2026-06-18T18:41:00+08:00,SEA
1019,2026-06-18T18:40:03.410924,75009,Tampines Interchange,67,2026-06-18T18:39:00+08:00,SEA
1020,2026-06-18T18:40:03.410924,75009,Tampines Interchange,68,2026-06-18T18:43:29+08:00,SEA
1021,2026-06-18T18:40:03.410924,75009,Tampines Interchange,68B,2026-06-18T18:52:00+08:00,SEA
1022,2026-06-18T18:40:03.410924,75009,Tampines Interchange,69,2026-06-18T18:42:00+08:00,SEA
1023,2026-06-18T18:40:03.410924,75009,Tampines Interchange,72,2026-06-18T18:45:00+08:00,SEA
1024,2026-06-18T18:40:03.410924,75009,Tampines Interchange,8,2026-06-18T18:40:00+08:00,SEA
1025,2026-06-18T18:40:03.410924,75009,Tampines Interchange,81,2026-06-18T18:45:00+08:00,SEA
1026,2026-06-18T18:40:03.410924,75009,Tampines Interchange,969,2026-06-18T18:43:00+08:00,SEA
1027,2026-06-18T18:40:03.410924,46008,Woodlands Interchange,911,2026-06-18T18:47:05+08:00,SEA
1028,2026-06-18T18:40:03.410924,46008,Woodlands Interchange,911A,2026-06-18T18:51:00+08:00,SEA
1029,2026-06-18T18:40:03.410924,46008,Woodlands Interchange,912,2026-06-18T18:44:51+08:00,SEA
1030,2026-06-18T18:40:03.410924,46008,Woodlands Interchange,912B,2026-06-18T18:49:00+08:00,SEA
1031,2026-06-18T18:40:03.410924,46008,Woodlands Interchange,913,2026-06-18T18:43:00+08:00,SEA
1032,2026-06-18T18:40:03.410924,46008,Woodlands Interchange,913M,2026-06-18T18:45:00+08:00,SEA
1033,2026-06-18T18:50:04.209979,9023,Orchard (Opp Orchard Stn/ION),124,2026-06-18T18:55:45+08:00,SEA
1034,2026-06-18T18:50:04.209979,9023,Orchard (Opp Orchard Stn/ION),143,2026-06-18T19:07:48+08:00,SEA
1035,2026-06-18T18:50:04.209979,9023,Orchard (Opp Orchard Stn/ION),167,2026-06-18T18:50:02+08:00,SEA
1036,2026-06-18T18:50:04.209979,9023,Orchard (Opp Orchard Stn/ION),190,2026-06-18T18:55:05+08:00,SDA
1037,2026-06-18T18:50:04.209979,9023,Orchard (Opp Orchard Stn/ION),972,2026-06-18T18:57:44+08:00,SEA
1038,2026-06-18T18:50:04.209979,9023,Orchard (Opp Orchard Stn/ION),972M,2026-06-18T18:52:18+08:00,SEA
1039,2026-06-18T18:50:04.209979,28009,Jurong East Interchange,105,2026-06-18T18:49:00+08:00,SEA
1040,2026-06-18T18:50:04.209979,28009,Jurong East Interchange,143,2026-06-18T18:53:00+08:00,SEA
1041,2026-06-18T18:50:04.209979,28009,Jurong East Interchange,143M,2026-06-18T19:15:00+08:00,SEA
1042,2026-06-18T18:50:04.209979,28009,Jurong East Interchange,183,2026-06-18T18:51:00+08:00,SEA
1043,2026-06-18T18:50:04.209979,28009,Jurong East Interchange,197,2026-06-18T18:57:00+08:00,SEA
1044,2026-06-18T18:50:04.209979,28009,Jurong East Interchange,333,2026-06-18T18:55:00+08:00,SEA
1045,2026-06-18T18:50:04.209979,28009,Jurong East Interchange,334,2026-06-18T18:50:00+08:00,SEA
1046,2026-06-18T18:50:04.209979,28009,Jurong East Interchange,335,2026-06-18T18:53:00+08:00,SEA
1047,2026-06-18T18:50:04.209979,28009,Jurong East Interchange,41,2026-06-18T18:51:00+08:00,SEA
1048,2026-06-18T18:50:04.209979,28009,Jurong East Interchange,49,2026-06-18T18:55:00+08:00,SEA
1049,2026-06-18T18:50:04.209979,28009,Jurong East Interchange,506,2026-06-18T18:59:00+08:00,SEA
1050,2026-06-18T18:50:04.209979,28009,Jurong East Interchange,51,2026-06-18T18:50:00+08:00,SEA
1051,2026-06-18T18:50:04.209979,28009,Jurong East Interchange,52,2026-06-18T19:02:00+08:00,SEA
1052,2026-06-18T18:50:04.209979,28009,Jurong East Interchange,66,2026-06-18T18:50:00+08:00,SEA
1053,2026-06-18T18:50:04.209979,28009,Jurong East Interchange,98,2026-06-18T18:59:00+08:00,SEA
1054,2026-06-18T18:50:04.209979,28009,Jurong East Interchange,993,2026-06-18T18:55:00+08:00,SEA
1055,2026-06-18T18:50:04.209979,75009,Tampines Interchange,10,2026-06-18T19:02:00+08:00,SEA
1056,2026-06-18T18:50:04.209979,75009,Tampines Interchange,127,2026-06-18T18:55:00+08:00,SEA
1057,2026-06-18T18:50:04.209979,75009,Tampines Interchange,19,2026-06-18T18:58:00+08:00,SEA
1058,2026-06-18T18:50:04.209979,75009,Tampines Interchange,20,2026-06-18T18:57:00+08:00,SEA
1059,2026-06-18T18:50:04.209979,75009,Tampines Interchange,23,2026-06-18T19:00:00+08:00,SEA
1060,2026-06-18T18:50:04.209979,75009,Tampines Interchange,28,2026-06-18T19:00:00+08:00,SEA
1061,2026-06-18T18:50:04.209979,75009,Tampines Interchange,29,2026-06-18T18:53:00+08:00,SEA
1062,2026-06-18T18:50:04.209979,75009,Tampines Interchange,291,2026-06-18T18:52:00+08:00,SEA
1063,2026-06-18T18:50:04.209979,75009,Tampines Interchange,292,2026-06-18T18:49:00+08:00,SEA
1064,2026-06-18T18:50:04.209979,75009,Tampines Interchange,293,2026-06-18T18:49:00+08:00,SEA
1065,2026-06-18T18:50:04.209979,75009,Tampines Interchange,296,2026-06-18T18:58:00+08:00,SEA
1066,2026-06-18T18:50:04.209979,75009,Tampines Interchange,29A,2026-06-18T18:59:00+08:00,SEA
1067,2026-06-18T18:50:04.209979,75009,Tampines Interchange,3,2026-06-18T18:56:00+08:00,SEA
1068,2026-06-18T18:50:04.209979,75009,Tampines Interchange,31,2026-06-18T18:56:00+08:00,SEA
1069,2026-06-18T18:50:04.209979,75009,Tampines Interchange,37,2026-06-18T18:51:00+08:00,SEA
1070,2026-06-18T18:50:04.209979,75009,Tampines Interchange,38,2026-06-18T18:58:00+08:00,SEA
1071,2026-06-18T18:50:04.209979,75009,Tampines Interchange,4,2026-06-18T18:58:00+08:00,SEA
1072,2026-06-18T18:50:04.209979,75009,Tampines Interchange,460,2026-06-18T19:00:00+08:00,SEA
1073,2026-06-18T18:50:04.209979,75009,Tampines Interchange,65,2026-06-18T18:54:00+08:00,SEA
1074,2026-06-18T18:50:04.209979,75009,Tampines Interchange,67,2026-06-18T18:51:00+08:00,SEA
1075,2026-06-18T18:50:04.209979,75009,Tampines Interchange,68,2026-06-18T18:52:35+08:00,SEA
1076,2026-06-18T18:50:04.209979,75009,Tampines Interchange,68B,2026-06-18T18:52:00+08:00,SEA
1077,2026-06-18T18:50:04.209979,75009,Tampines Interchange,69,2026-06-18T18:51:00+08:00,SEA
1078,2026-06-18T18:50:04.209979,75009,Tampines Interchange,72,2026-06-18T18:52:00+08:00,SEA
1079,2026-06-18T18:50:04.209979,75009,Tampines Interchange,8,2026-06-18T18:56:00+08:00,SEA
1080,2026-06-18T18:50:04.209979,75009,Tampines Interchange,81,2026-06-18T19:05:00+08:00,SEA
1081,2026-06-18T18:50:04.209979,75009,Tampines Interchange,969,2026-06-18T18:53:00+08:00,SEA
1082,2026-06-18T18:50:04.209979,46008,Woodlands Interchange,911,2026-06-18T18:54:08+08:00,SEA
1083,2026-06-18T18:50:04.209979,46008,Woodlands Interchange,911A,2026-06-18T18:51:00+08:00,SEA
1084,2026-06-18T18:50:04.209979,46008,Woodlands Interchange,912,2026-06-18T18:50:20+08:00,SEA
1085,2026-06-18T18:50:04.209979,46008,Woodlands Interchange,912B,2026-06-18T18:49:00+08:00,SEA
1086,2026-06-18T18:50:04.209979,46008,Woodlands Interchange,913,2026-06-18T18:50:28+08:00,SEA
1087,2026-06-18T18:50:04.209979,46008,Woodlands Interchange,913M,2026-06-18T19:00:00+08:00,SEA
1088,2026-06-18T19:00:02.697041,9023,Orchard (Opp Orchard Stn/ION),124,2026-06-18T19:04:26+08:00,SEA
1089,2026-06-18T19:00:02.697041,9023,Orchard (Opp Orchard Stn/ION),143,2026-06-18T19:09:23+08:00,SEA
1090,2026-06-18T19:00:02.697041,9023,Orchard (Opp Orchard Stn/ION),167,2026-06-18T19:13:34+08:00,SEA
1091,2026-06-18T19:00:02.697041,9023,Orchard (Opp Orchard Stn/ION),190,2026-06-18T18:59:43+08:00,SEA
1092,2026-06-18T19:00:02.697041,9023,Orchard (Opp Orchard Stn/ION),972,2026-06-18T19:05:11+08:00,SEA
1093,2026-06-18T19:00:02.697041,9023,Orchard (Opp Orchard Stn/ION),972M,2026-06-18T19:07:51+08:00,SEA
1094,2026-06-18T19:00:02.697041,28009,Jurong East Interchange,105,2026-06-18T19:05:00+08:00,SEA
1095,2026-06-18T19:00:02.697041,28009,Jurong East Interchange,143,2026-06-18T19:08:00+08:00,SEA
1096,2026-06-18T19:00:02.697041,28009,Jurong East Interchange,143M,2026-06-18T19:15:00+08:00,SEA
1097,2026-06-18T19:00:02.697041,28009,Jurong East Interchange,183,2026-06-18T19:05:00+08:00,SEA
1098,2026-06-18T19:00:02.697041,28009,Jurong East Interchange,197,2026-06-18T19:10:00+08:00,SEA
1099,2026-06-18T19:00:02.697041,28009,Jurong East Interchange,333,2026-06-18T19:03:00+08:00,SEA
1100,2026-06-18T19:00:02.697041,28009,Jurong East Interchange,334,2026-06-18T18:59:00+08:00,SEA
1101,2026-06-18T19:00:02.697041,28009,Jurong East Interchange,335,2026-06-18T19:01:00+08:00,SEA
1102,2026-06-18T19:00:02.697041,28009,Jurong East Interchange,41,2026-06-18T19:06:00+08:00,SEA
1103,2026-06-18T19:00:02.697041,28009,Jurong East Interchange,49,2026-06-18T19:06:00+08:00,SEA
1104,2026-06-18T19:00:02.697041,28009,Jurong East Interchange,506,2026-06-18T18:59:00+08:00,SEA
1105,2026-06-18T19:00:02.697041,28009,Jurong East Interchange,51,2026-06-18T19:09:00+08:00,SEA
1106,2026-06-18T19:00:02.697041,28009,Jurong East Interchange,52,2026-06-18T19:02:00+08:00,SEA
1107,2026-06-18T19:00:02.697041,28009,Jurong East Interchange,66,2026-06-18T19:00:00+08:00,SEA
1108,2026-06-18T19:00:02.697041,28009,Jurong East Interchange,98,2026-06-18T18:59:00+08:00,SEA
1109,2026-06-18T19:00:02.697041,28009,Jurong East Interchange,993,2026-06-18T19:08:00+08:00,SEA
1110,2026-06-18T19:00:02.697041,75009,Tampines Interchange,10,2026-06-18T19:02:00+08:00,SEA
1111,2026-06-18T19:00:02.697041,75009,Tampines Interchange,127,2026-06-18T19:05:00+08:00,SEA
1112,2026-06-18T19:00:02.697041,75009,Tampines Interchange,19,2026-06-18T19:06:00+08:00,SEA
1113,2026-06-18T19:00:02.697041,75009,Tampines Interchange,20,2026-06-18T19:12:00+08:00,SEA
1114,2026-06-18T19:00:02.697041,75009,Tampines Interchange,23,2026-06-18T19:00:00+08:00,SEA
1115,2026-06-18T19:00:02.697041,75009,Tampines Interchange,28,2026-06-18T19:00:00+08:00,SEA
1116,2026-06-18T19:00:02.697041,75009,Tampines Interchange,29,2026-06-18T19:03:00+08:00,SEA
1117,2026-06-18T19:00:02.697041,75009,Tampines Interchange,291,2026-06-18T19:01:10+08:00,SEA
1118,2026-06-18T19:00:02.697041,75009,Tampines Interchange,292,2026-06-18T19:05:00+08:00,SEA
1119,2026-06-18T19:00:02.697041,75009,Tampines Interchange,293,2026-06-18T19:02:41+08:00,SEA
1120,2026-06-18T19:00:02.697041,75009,Tampines Interchange,296,2026-06-18T19:07:00+08:00,SEA
1121,2026-06-18T19:00:02.697041,75009,Tampines Interchange,29A,2026-06-18T18:59:00+08:00,SEA
1122,2026-06-18T19:00:02.697041,75009,Tampines Interchange,3,2026-06-18T19:05:00+08:00,SEA
1123,2026-06-18T19:00:02.697041,75009,Tampines Interchange,31,2026-06-18T19:11:00+08:00,SEA
1124,2026-06-18T19:00:02.697041,75009,Tampines Interchange,37,2026-06-18T19:02:00+08:00,SEA
